timestamp,hour,day_of_week,is_weekend,is_peak_hour,terminal,num_flights,security_staff,checkin_staff,gates_available,weather,is_holiday_season,baggage_volume,international_ratio,passenger_flow,queue_length,waiting_time
2024-01-02 08:00:00,8,1,0,1,T3,15,32,20,14,Clear,1,3645,0.6521439874553667,4244,185,26
2024-01-02 09:00:00,9,1,0,1,T1,21,28,18,11,Clear,1,3444,0.4970500417163436,5439,200,44
2024-01-02 10:00:00,10,1,0,0,T1,14,13,11,15,Clear,1,2095,0.6852890157762445,3141,200,58
2024-01-02 11:00:00,11,1,0,0,T1,9,15,12,18,Foggy,1,1775,0.45368073255168795,2194,200,90
2024-01-02 12:00:00,12,1,0,0,T2,14,17,13,19,Clear,1,1877,0.4812963387315324,2769,200,37
2024-01-02 13:00:00,13,1,0,0,T1,13,10,12,11,Clear,1,1507,0.6506645943703171,2412,200,84
2024-01-02 14:00:00,14,1,0,0,T2,9,16,8,13,Rainy,1,2017,0.465927800935066,2724,200,91
2024-01-02 15:00:00,15,1,0,0,T1,11,15,11,8,Clear,1,1821,0.3964339329318527,2554,200,66
2024-01-02 16:00:00,16,1,0,0,T1,5,12,12,11,Clear,1,790,0.640872600127416,1045,103,40
2024-01-02 17:00:00,17,1,0,1,T2,19,33,23,8,Clear,1,3116,0.30581786626715274,4862,200,23
2024-01-02 18:00:00,18,1,0,1,T1,16,21,17,9,Clear,1,3416,0.4836543024953045,5043,200,47
2024-01-02 19:00:00,19,1,0,1,T3,19,21,17,16,Clear,1,4505,0.6497270419417668,6227,200,45
2024-01-02 20:00:00,20,1,0,1,T2,16,32,24,10,Clear,1,3071,0.5013669083419428,4331,165,11
2024-01-02 21:00:00,21,1,0,0,T2,13,19,8,16,Clear,1,2397,0.39444661324696173,2733,200,51
2024-01-02 22:00:00,22,1,0,0,T3,12,11,12,17,Clear,1,1746,0.39698820145389185,2299,200,66
2024-01-02 23:00:00,23,1,0,0,T1,9,19,14,16,Rainy,1,1304,0.5595291361166304,1847,200,48
2024-01-03 00:00:00,0,2,0,0,T2,8,15,9,15,Clear,1,1151,0.6734767295039498,1647,200,63
2024-01-03 01:00:00,1,2,0,0,T1,9,15,13,14,Clear,1,1850,0.4962995117035137,2073,165,29
2024-01-03 02:00:00,2,2,0,0,T2,13,11,14,18,Clear,1,1558,0.544248016976653,2456,200,53
2024-01-03 03:00:00,3,2,0,0,T1,9,13,12,18,Clear,1,1444,0.3351472444970627,1793,200,53
2024-01-03 04:00:00,4,2,0,0,T1,13,10,8,18,Clear,1,2543,0.38200072402129487,2835,200,96
2024-01-03 05:00:00,5,2,0,0,T1,5,17,13,19,Rainy,1,904,0.56607888827848,1071,151,32
2024-01-03 06:00:00,6,2,0,1,T2,18,28,24,16,Clear,1,3948,0.45659284408060075,5588,200,35
2024-01-03 07:00:00,7,2,0,1,T2,19,27,22,10,Clear,1,4958,0.49816945056158624,5742,200,26
2024-01-03 08:00:00,8,2,0,1,T2,25,23,20,16,Clear,1,4616,0.3917005580930566,7158,200,34
2024-01-03 09:00:00,9,2,0,1,T2,16,30,17,10,Clear,1,3742,0.5459801052610618,5453,200,26
2024-01-03 10:00:00,10,2,0,0,T3,12,11,8,8,Clear,1,2241,0.5426860185531424,2900,200,94
2024-01-03 11:00:00,11,2,0,0,T2,12,18,13,18,Clear,1,1327,0.43407889665836036,2153,200,44
2024-01-03 12:00:00,12,2,0,0,T3,9,19,8,10,Clear,1,1402,0.35634280815191993,1906,193,51
2024-01-03 13:00:00,13,2,0,0,T1,11,13,13,12,Foggy,1,1820,0.4658496494908095,2824,200,99
2024-01-03 14:00:00,14,2,0,0,T1,12,10,14,8,Clear,1,2112,0.5349814416936297,2483,200,59
2024-01-03 15:00:00,15,2,0,0,T1,7,11,9,13,Clear,1,1311,0.44932372651190117,1484,200,89
2024-01-03 16:00:00,16,2,0,0,T1,6,10,14,14,Clear,1,891,0.5610984431407499,1364,139,37
2024-01-03 17:00:00,17,2,0,1,T1,16,22,22,15,Rainy,1,4482,0.5532963099643842,7160,200,32
2024-01-03 18:00:00,18,2,0,1,T2,19,22,17,11,Clear,1,5506,0.4380768579525102,6484,200,44
2024-01-03 19:00:00,19,2,0,1,T3,23,21,19,19,Clear,1,6386,0.3728428555286333,8615,200,46
2024-01-03 20:00:00,20,2,0,1,T2,15,33,23,15,Clear,1,3679,0.6290335503646696,4571,200,20
2024-01-03 21:00:00,21,2,0,0,T2,14,13,8,13,Clear,1,1941,0.40659935734835284,2859,200,52
2024-01-03 22:00:00,22,2,0,0,T2,6,18,12,14,Clear,1,930,0.6348315962812117,1500,139,30
2024-01-03 23:00:00,23,2,0,0,T2,8,10,10,14,Clear,1,1277,0.6366118641240173,1970,200,76
2024-01-04 00:00:00,0,3,0,0,T3,6,18,9,9,Clear,1,876,0.5778785883417707,1044,139,36
2024-01-04 01:00:00,1,3,0,0,T1,6,12,12,19,Rainy,1,1564,0.6033569655782726,1763,200,60
2024-01-04 02:00:00,2,3,0,0,T2,5,16,12,13,Clear,1,982,0.6997413998263339,1265,156,27
2024-01-04 03:00:00,3,3,0,0,T2,10,19,14,12,Rainy,1,1365,0.4820574740144624,2215,186,55
2024-01-04 04:00:00,4,3,0,0,T2,11,10,13,15,Clear,1,1500,0.6162892659355854,1970,200,76
2024-01-04 05:00:00,5,3,0,0,T1,6,10,12,17,Rainy,1,894,0.3037941734513992,1440,200,104
2024-01-04 06:00:00,6,3,0,1,T1,15,32,19,19,Clear,1,3668,0.418523248182396,5347,200,21
2024-01-04 07:00:00,7,3,0,1,T1,23,20,19,16,Clear,1,5961,0.5403193785768792,6890,200,45
2024-01-04 08:00:00,8,3,0,1,T3,16,28,21,11,Clear,1,2943,0.6829081051933302,4817,200,21
2024-01-04 09:00:00,9,3,0,1,T3,19,24,20,14,Rainy,1,6781,0.361558362535942,8385,200,43
2024-01-04 10:00:00,10,3,0,0,T3,10,17,12,16,Clear,1,1701,0.5203429482436557,2136,200,65
2024-01-04 11:00:00,11,3,0,0,T1,12,15,10,12,Clear,1,1981,0.5648448040426258,2569,200,75
2024-01-04 12:00:00,12,3,0,0,T2,5,15,10,15,Clear,1,579,0.65265485310814,882,82,31
2024-01-04 13:00:00,13,3,0,0,T3,13,12,14,14,Clear,1,2004,0.3336392897871938,3047,200,50
2024-01-04 14:00:00,14,3,0,0,T1,13,10,14,9,Clear,1,2178,0.6728112422040069,2758,200,66
2024-01-04 15:00:00,15,3,0,0,T1,8,13,11,9,Foggy,1,1186,0.6409658636794591,1906,200,61
2024-01-04 16:00:00,16,3,0,0,T3,8,12,11,19,Clear,1,1215,0.4704725208943892,1352,197,66
2024-01-04 17:00:00,17,3,0,1,T2,21,34,21,18,Clear,1,3542,0.47293392041704074,5489,200,36
2024-01-04 18:00:00,18,3,0,1,T3,19,30,18,13,Rainy,1,5668,0.5251001145373531,6960,200,42
2024-01-04 19:00:00,19,3,0,1,T2,25,27,23,8,Clear,1,4658,0.6647344139839644,6769,200,35
2024-01-04 20:00:00,20,3,0,1,T3,18,33,23,14,Clear,1,5054,0.4241447835694295,6022,200,13
2024-01-04 21:00:00,21,3,0,0,T2,12,14,9,9,Clear,1,1620,0.4922027789031316,2649,200,74
2024-01-04 22:00:00,22,3,0,0,T1,5,18,13,13,Clear,1,684,0.3314313988620083,1123,96,21
2024-01-04 23:00:00,23,3,0,0,T1,6,15,14,17,Clear,1,1212,0.32078851346058895,1377,120,23
2024-01-05 00:00:00,0,4,0,0,T2,6,17,9,19,Rainy,1,1163,0.3326519928122358,1420,200,63
2024-01-05 01:00:00,1,4,0,0,T1,11,18,12,10,Clear,1,2141,0.5221454203750524,2858,200,50
2024-01-05 02:00:00,2,4,0,0,T2,10,14,8,18,Clear,1,1490,0.5970826084799924,1822,171,49
2024-01-05 03:00:00,3,4,0,0,T2,8,13,11,15,Clear,1,1311,0.6171824378422526,1683,200,64
2024-01-05 04:00:00,4,4,0,0,T2,7,12,9,13,Clear,1,1156,0.4491394548755738,1464,171,74
2024-01-05 05:00:00,5,4,0,0,T2,9,14,13,16,Clear,1,1358,0.4564326146607043,2093,200,59
2024-01-05 06:00:00,6,4,0,1,T3,16,22,19,12,Clear,1,4678,0.4723550094647223,5513,200,21
2024-01-05 07:00:00,7,4,0,1,T1,25,31,15,16,Clear,1,5836,0.6222680611800213,6840,200,33
2024-01-05 08:00:00,8,4,0,1,T2,29,25,18,9,Foggy,1,8082,0.45895159538576036,10022,200,32
2024-01-05 09:00:00,9,4,0,1,T2,25,30,16,16,Clear,1,5769,0.3119894359490712,8989,200,42
2024-01-05 10:00:00,10,4,0,0,T1,6,19,11,14,Clear,1,952,0.449718706855917,1066,90,30
2024-01-05 11:00:00,11,4,0,0,T1,6,10,9,15,Rainy,1,1290,0.5308740946846993,1613,200,114
2024-01-05 12:00:00,12,4,0,0,T1,6,11,13,16,Rainy,1,1573,0.475268938564795,1793,200,60
2024-01-05 13:00:00,13,4,0,0,T3,13,16,10,18,Clear,1,1954,0.45216788169311906,2542,200,54
2024-01-05 14:00:00,14,4,0,0,T2,5,10,8,10,Clear,1,719,0.49167275105189234,952,176,72
2024-01-05 15:00:00,15,4,0,0,T1,14,18,11,12,Clear,1,2460,0.6822094783819739,3018,200,60
2024-01-05 16:00:00,16,4,0,0,T1,11,16,14,12,Rainy,1,1715,0.6212103591330653,2478,200,55
2024-01-05 17:00:00,17,4,0,1,T2,24,23,16,9,Clear,1,5491,0.583618504688973,7249,200,26
2024-01-05 18:00:00,18,4,0,1,T1,24,32,24,15,Foggy,1,8266,0.6536825853393631,9774,200,36
2024-01-05 19:00:00,19,4,0,1,T1,23,34,24,15,Clear,1,5634,0.6290457274054713,8257,200,27
2024-01-05 20:00:00,20,4,0,1,T2,24,28,16,10,Clear,1,4464,0.5567886001773064,7354,200,39
2024-01-05 21:00:00,21,4,0,0,T2,14,18,13,16,Clear,1,2859,0.5769744605297478,3507,200,49
2024-01-05 22:00:00,22,4,0,0,T3,7,13,9,13,Clear,1,1077,0.3934848327641732,1282,154,33
2024-01-05 23:00:00,23,4,0,0,T2,10,17,9,10,Clear,1,1445,0.3240569370403141,1954,200,67
2024-01-06 00:00:00,0,5,1,0,T2,8,14,12,16,Clear,1,1548,0.34793160080705854,2167,165,40
2024-01-06 01:00:00,1,5,1,0,T3,10,14,11,15,Rainy,1,2542,0.5433945650639165,2959,200,82
2024-01-06 02:00:00,2,5,1,0,T2,8,11,12,11,Clear,1,1425,0.5402377333442469,1941,200,65
2024-01-06 03:00:00,3,5,1,0,T2,7,15,10,13,Clear,1,1401,0.5129924770237704,1747,200,55
2024-01-06 04:00:00,4,5,1,0,T2,7,16,11,16,Clear,1,1133,0.4254910764776384,1524,200,56
2024-01-06 05:00:00,5,5,1,0,T2,5,15,13,11,Clear,1,861,0.6852460446356695,1345,107,18
2024-01-06 06:00:00,6,5,1,1,T2,26,32,18,9,Clear,1,8989,0.6017014177375453,12060,200,27
2024-01-06 07:00:00,7,5,1,1,T2,29,28,21,10,Clear,1,7715,0.5532758504053856,9824,200,31
2024-01-06 08:00:00,8,5,1,1,T1,19,26,18,11,Clear,1,6631,0.3707548580575417,8907,200,37
2024-01-06 09:00:00,9,5,1,1,T1,19,33,21,9,Clear,1,5828,0.42940015796458947,7418,200,23
2024-01-06 10:00:00,10,5,1,0,T3,9,14,9,12,Foggy,1,2053,0.42987037075602397,3184,200,98
2024-01-06 11:00:00,11,5,1,0,T2,12,12,8,11,Rainy,1,2314,0.4117470855738865,3715,200,103
2024-01-06 12:00:00,12,5,1,0,T3,12,14,11,18,Clear,1,1874,0.31520873929498194,3051,200,56
2024-01-06 13:00:00,13,5,1,0,T2,5,12,10,15,Clear,1,1219,0.6135370707070695,1382,175,76
2024-01-06 14:00:00,14,5,1,0,T1,14,14,12,13,Rainy,1,3483,0.5575617014164522,4185,200,55
2024-01-06 15:00:00,15,5,1,0,T2,6,19,12,11,Clear,1,1518,0.35123829854648,1906,200,56
2024-01-06 16:00:00,16,5,1,0,T1,12,11,14,16,Clear,1,2848,0.5583243250620824,3289,200,50
2024-01-06 17:00:00,17,5,1,1,T1,28,26,21,8,Clear,1,7180,0.42802393300839336,11654,200,29
2024-01-06 18:00:00,18,5,1,1,T3,23,25,16,9,Clear,1,7959,0.5033442187665119,10243,200,43
2024-01-06 19:00:00,19,5,1,1,T1,17,26,21,19,Clear,1,6357,0.6967239805397454,7773,200,25
2024-01-06 20:00:00,20,5,1,1,T1,24,21,23,17,Rainy,1,11380,0.6330721877388172,13357,200,46
2024-01-06 21:00:00,21,5,1,0,T1,13,11,12,16,Clear,1,2802,0.5573460719647136,3916,200,39
2024-01-06 22:00:00,22,5,1,0,T3,10,12,9,12,Clear,1,1769,0.34165494316811496,2166,200,64
2024-01-06 23:00:00,23,5,1,0,T1,8,13,13,15,Clear,1,1546,0.4336953274784243,2504,200,45
2024-01-07 00:00:00,0,6,1,0,T3,10,14,14,11,Clear,1,2169,0.6993390045571798,2643,200,40
2024-01-07 01:00:00,1,6,1,0,T3,5,10,13,11,Clear,1,728,0.5801007837778084,1121,165,69
2024-01-07 02:00:00,2,6,1,0,T2,10,15,8,18,Clear,1,2350,0.49318754883414206,3187,200,75
2024-01-07 03:00:00,3,6,1,0,T1,8,16,14,9,Foggy,1,2321,0.3053610505728662,3130,200,78
2024-01-07 04:00:00,4,6,1,0,T1,14,15,11,14,Clear,1,2723,0.6625749813377644,4401,200,52
2024-01-07 05:00:00,5,6,1,0,T1,8,11,8,18,Clear,1,2230,0.3209031517144095,2532,200,79
2024-01-07 06:00:00,6,6,1,1,T2,28,28,19,17,Foggy,1,7987,0.573501642230817,12747,200,32
2024-01-07 07:00:00,7,6,1,1,T2,22,32,16,19,Rainy,1,6725,0.36630981606531027,9022,200,33
2024-01-07 08:00:00,8,6,1,1,T3,23,21,24,9,Rainy,1,9286,0.49890237212587524,11079,200,30
2024-01-07 09:00:00,9,6,1,1,T1,19,23,24,11,Rainy,1,8423,0.6088049905239961,9407,200,38
2024-01-07 10:00:00,10,6,1,0,T1,13,17,13,10,Foggy,1,4122,0.3815065836510756,4636,200,80
2024-01-07 11:00:00,11,6,1,0,T2,12,18,11,12,Clear,1,2941,0.6173045401753017,3637,200,40
2024-01-07 12:00:00,12,6,1,0,T1,7,12,10,9,Clear,1,1591,0.6871023508413555,1895,200,75
2024-01-07 13:00:00,13,6,1,0,T3,13,16,8,14,Clear,1,2458,0.3117456636409569,3915,200,65
2024-01-07 14:00:00,14,6,1,0,T3,14,14,10,19,Rainy,1,3722,0.4976849789001199,5262,200,70
2024-01-07 15:00:00,15,6,1,0,T3,14,14,11,15,Clear,1,3310,0.4742021817592637,4222,200,47
2024-01-07 16:00:00,16,6,1,0,T2,5,14,11,18,Rainy,1,1310,0.3290683486440065,1460,137,55
2024-01-07 17:00:00,17,6,1,1,T1,17,23,24,16,Clear,1,5681,0.3931052588405155,6522,200,41
2024-01-07 18:00:00,18,6,1,1,T3,26,32,16,10,Foggy,1,10524,0.6907201314042637,14738,200,36
2024-01-07 19:00:00,19,6,1,1,T1,18,20,23,15,Rainy,1,8575,0.6219627107365755,10379,200,56
2024-01-07 20:00:00,20,6,1,1,T1,21,33,23,18,Clear,1,5323,0.5268683119677542,8673,200,18
2024-01-07 21:00:00,21,6,1,0,T1,9,12,8,18,Rainy,1,2405,0.5125266082272236,3053,200,109
2024-01-07 22:00:00,22,6,1,0,T3,7,11,12,12,Clear,1,1828,0.5287089408193288,2117,200,86
2024-01-07 23:00:00,23,6,1,0,T2,12,15,11,16,Clear,1,2265,0.5705705449353569,2861,200,68
2024-01-08 00:00:00,0,0,0,0,T1,8,15,11,10,Clear,1,1456,0.48899734200260536,2056,200,60
2024-01-08 01:00:00,1,0,0,0,T1,12,12,11,17,Foggy,1,2016,0.5066290513783915,3045,200,67
2024-01-08 02:00:00,2,0,0,0,T1,5,17,10,11,Clear,1,624,0.5468266064471204,998,118,26
2024-01-08 03:00:00,3,0,0,0,T1,7,16,14,16,Clear,1,1151,0.5919441235393914,1606,115,21
2024-01-08 04:00:00,4,0,0,0,T3,9,10,12,17,Foggy,1,1975,0.3484100001940772,2779,200,64
2024-01-08 05:00:00,5,0,0,0,T2,8,10,8,19,Clear,1,1144,0.30405247361109733,1471,200,77
2024-01-08 06:00:00,6,0,0,1,T2,20,28,23,14,Rainy,1,6145,0.5308799546938203,8240,200,18
2024-01-08 07:00:00,7,0,0,1,T1,19,33,15,16,Rainy,1,5178,0.42252539951128504,7587,200,43
2024-01-08 08:00:00,8,0,0,1,T3,26,31,16,10,Clear,1,6052,0.5103250395493295,8431,200,19
2024-01-08 09:00:00,9,0,0,1,T2,26,24,21,11,Clear,1,5444,0.45434980115804635,9044,200,23
2024-01-08 10:00:00,10,0,0,0,T3,5,10,13,12,Clear,1,813,0.33972088110147713,1269,132,34
2024-01-08 11:00:00,11,0,0,0,T1,14,12,9,13,Rainy,1,2725,0.630682943896595,3490,200,104
2024-01-08 12:00:00,12,0,0,0,T3,8,10,12,13,Clear,1,1039,0.37784953468194876,1534,200,79
2024-01-08 13:00:00,13,0,0,0,T1,9,16,11,10,Clear,1,1606,0.5938311692485653,1925,200,41
2024-01-08 14:00:00,14,0,0,0,T1,10,18,9,10,Clear,1,1730,0.35226093752938514,2010,200,42
2024-01-08 15:00:00,15,0,0,0,T3,9,10,11,16,Rainy,1,2370,0.5354926088525279,2759,200,85
2024-01-08 16:00:00,16,0,0,0,T1,10,10,13,15,Clear,1,1699,0.5365627037689952,2177,200,78
2024-01-08 17:00:00,17,0,0,1,T3,17,34,23,15,Rainy,1,4872,0.6705530426920346,6183,200,33
2024-01-08 18:00:00,18,0,0,1,T1,20,32,20,18,Rainy,1,6463,0.6962184131080533,7713,200,29
2024-01-08 19:00:00,19,0,0,1,T1,24,20,22,14,Clear,1,5522,0.6287706543759719,6267,200,24
2024-01-08 20:00:00,20,0,0,1,T3,15,23,17,9,Clear,1,3542,0.5308162657847643,4486,200,26
2024-01-08 21:00:00,21,0,0,0,T2,7,15,9,15,Clear,1,1262,0.3844449884664545,1578,157,52
2024-01-08 22:00:00,22,0,0,0,T3,7,17,14,15,Clear,1,1198,0.5591269783962114,1695,124,32
2024-01-08 23:00:00,23,0,0,0,T1,5,16,14,17,Clear,1,944,0.6215834030210081,1116,74,23
2024-01-09 00:00:00,0,1,0,0,T2,8,16,9,19,Clear,1,1059,0.5827905949822865,1551,126,39
2024-01-09 01:00:00,1,1,0,0,T1,6,17,8,13,Clear,1,1178,0.4253391670340572,1382,144,31
2024-01-09 02:00:00,2,1,0,0,T3,7,12,8,13,Clear,1,1055,0.3667812354988795,1756,200,70
2024-01-09 03:00:00,3,1,0,0,T2,9,10,11,18,Foggy,1,1660,0.4440201863603913,2702,200,102
2024-01-09 04:00:00,4,1,0,0,T3,13,12,14,9,Clear,1,2486,0.5590852684251686,3036,200,70
2024-01-09 05:00:00,5,1,0,0,T3,11,11,8,15,Foggy,1,1587,0.31720278074677577,2537,200,109
2024-01-09 06:00:00,6,1,0,1,T2,15,25,20,17,Clear,1,2385,0.5944801700243048,3914,200,40
2024-01-09 07:00:00,7,1,0,1,T1,26,25,18,15,Rainy,1,7696,0.387922139529276,11316,200,37
2024-01-09 08:00:00,8,1,0,1,T1,26,30,20,12,Clear,1,5168,0.5567439835421422,7749,200,29
2024-01-09 09:00:00,9,1,0,1,T2,25,24,18,14,Rainy,1,6668,0.3609311142650715,10072,200,39
2024-01-09 10:00:00,10,1,0,0,T3,13,11,9,19,Clear,1,1817,0.5245174171793611,2291,200,66
2024-01-09 11:00:00,11,1,0,0,T3,5,19,11,14,Clear,1,888,0.4552662824507982,1123,127,36
2024-01-09 12:00:00,12,1,0,0,T2,5,10,14,11,Clear,1,742,0.31782552937947167,1109,156,57
2024-01-09 13:00:00,13,1,0,0,T2,10,11,14,17,Clear,1,1300,0.317559977057202,1782,180,61
2024-01-09 14:00:00,14,1,0,0,T1,12,10,8,18,Rainy,1,2717,0.6924711347049177,3454,200,91
2024-01-09 15:00:00,15,1,0,0,T1,7,11,8,18,Clear,1,1208,0.39281593156044237,1744,200,88
2024-01-09 16:00:00,16,1,0,0,T2,5,13,9,13,Rainy,1,1007,0.623310175822375,1335,200,79
2024-01-09 17:00:00,17,1,0,1,T1,25,28,17,19,Clear,1,4107,0.6044031693981569,6696,200,41
2024-01-09 18:00:00,18,1,0,1,T1,18,23,19,10,Clear,1,4768,0.6608945613848952,5582,200,26
2024-01-09 19:00:00,19,1,0,1,T3,18,23,21,17,Rainy,1,6174,0.5253298568132186,7569,200,40
2024-01-09 20:00:00,20,1,0,1,T2,26,29,17,10,Clear,1,5434,0.41827786961664165,8032,200,34
2024-01-09 21:00:00,21,1,0,0,T2,13,13,9,10,Clear,1,2195,0.5618602747463818,2641,200,76
2024-01-09 22:00:00,22,1,0,0,T1,13,10,14,12,Clear,1,1853,0.39216666484693996,2682,200,83
2024-01-09 23:00:00,23,1,0,0,T1,8,15,10,11,Rainy,1,1897,0.37264558710264106,2245,200,74
2024-01-10 00:00:00,0,2,0,0,T1,10,13,14,15,Rainy,1,2006,0.4927469917098466,2545,200,73
2024-01-10 01:00:00,1,2,0,0,T1,8,18,10,12,Clear,1,1180,0.6214072433739737,1875,200,38
2024-01-10 02:00:00,2,2,0,0,T1,14,16,12,16,Clear,1,2677,0.5248291177610284,3273,200,69
2024-01-10 03:00:00,3,2,0,0,T3,5,10,10,17,Clear,1,729,0.5814799118516203,1209,200,91
2024-01-10 04:00:00,4,2,0,0,T3,11,13,10,10,Rainy,1,2269,0.5708609649830694,2693,200,76
2024-01-10 05:00:00,5,2,0,0,T2,6,17,13,10,Clear,1,667,0.37476577624338464,1028,90,18
2024-01-10 06:00:00,6,2,0,1,T1,19,30,19,18,Clear,1,4953,0.5710163782014136,7076,200,22
2024-01-10 07:00:00,7,2,0,1,T1,28,34,21,11,Foggy,1,9957,0.6961447127993488,12760,200,38
2024-01-10 08:00:00,8,2,0,1,T1,29,29,23,16,Clear,1,6782,0.3296168871649392,8972,200,18
2024-01-10 09:00:00,9,2,0,1,T2,16,28,17,9,Clear,1,4758,0.41891631612293345,5374,200,23
2024-01-10 10:00:00,10,2,0,0,T1,7,13,10,9,Clear,1,1069,0.6786934915693582,1244,179,51
2024-01-10 11:00:00,11,2,0,0,T1,14,14,14,18,Rainy,1,2883,0.3061579566765234,3991,200,74
2024-01-10 12:00:00,12,2,0,0,T2,5,18,11,10,Foggy,1,1063,0.6658194655394235,1290,195,78
2024-01-10 13:00:00,13,2,0,0,T2,8,18,10,17,Foggy,1,1544,0.627347826592535,1940,200,55
2024-01-10 14:00:00,14,2,0,0,T1,8,10,8,12,Clear,1,1334,0.653985723272235,1907,200,81
2024-01-10 15:00:00,15,2,0,0,T1,8,17,13,10,Clear,1,1670,0.5337795639029703,1906,200,44
2024-01-10 16:00:00,16,2,0,0,T2,5,10,13,12,Clear,1,1014,0.6745122485875706,1277,134,46
2024-01-10 17:00:00,17,2,0,1,T1,16,34,20,18,Clear,1,2874,0.4124152325524113,4335,200,10
2024-01-10 18:00:00,18,2,0,1,T2,20,21,23,8,Foggy,1,5131,0.6223378130471332,6992,200,54
2024-01-10 19:00:00,19,2,0,1,T1,26,31,22,17,Clear,1,6772,0.6811260068010023,7748,200,25
2024-01-10 20:00:00,20,2,0,1,T1,24,20,24,17,Foggy,1,9070,0.6351633499407214,11295,200,46
2024-01-10 21:00:00,21,2,0,0,T3,7,18,14,13,Clear,1,1042,0.5962504595577482,1430,122,31
2024-01-10 22:00:00,22,2,0,0,T3,9,15,11,9,Clear,1,1449,0.34736601567037273,1871,200,70
2024-01-10 23:00:00,23,2,0,0,T1,11,16,14,13,Clear,1,1746,0.6485873685506135,2114,200,46
2024-01-11 00:00:00,0,3,0,0,T2,12,19,8,9,Clear,1,1865,0.6921742281081487,2549,200,59
